user_id,item_id,skill_id,correct,timestamp
lucky_0,0,0,1,0
lucky_0,0,0,1,0
lucky_0,0,0,1,0
lucky_0,0,0,1,0
lucky_0,0,0,0,0
lucky_0,0,0,0,0
lucky_0,0,0,1,0
lucky_0,0,0,0,0
lucky_0,0,0,0,0
lucky_0,1,0,1,0
lucky_0,1,0,0,0
lucky_0,1,0,0,0
lucky_0,2,0,0,0
lucky_0,2,0,0,0
lucky_0,2,0,1,0
lucky_1,0,0,1,0
lucky_1,0,0,1,0
lucky_1,0,0,1,0
lucky_1,0,0,1,0
lucky_1,0,0,0,0
lucky_1,0,0,1,0
lucky_1,0,0,0,0
lucky_1,0,0,1,0
lucky_1,1,0,0,0
lucky_1,1,0,1,0
lucky_1,2,0,0,0
lucky_1,2,0,0,0
lucky_1,2,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,1,0
lucky_2,0,0,0,0
lucky_2,1,0,1,0
lucky_2,1,0,0,0
lucky_2,1,0,0,0
lucky_2,2,0,0,0
lucky_3,0,0,1,0
lucky_3,0,0,1,0
lucky_3,0,0,1,0
lucky_3,0,0,1,0
lucky_3,0,0,1,0
lucky_3,0,0,0,0
lucky_3,0,0,0,0
lucky_3,0,0,1,0
lucky_3,0,0,0,0
lucky_3,1,0,1,0
lucky_3,2,0,1,0
lucky_3,2,0,0,0
lucky_3,2,0,0,0
lucky_4,0,0,1,0
lucky_4,0,0,1,0
lucky_4,0,0,1,0
lucky_4,0,0,0,0
lucky_4,1,0,0,0
lucky_4,1,0,1,0
lucky_4,2,0,0,0
lucky_4,2,0,1,0
lucky_4,2,0,0,0
lucky_4,2,0,0,0
lucky_5,0,0,1,0
lucky_5,0,0,1,0
lucky_5,0,0,1,0
lucky_5,0,0,0,0
lucky_5,1,0,0,0
lucky_5,1,0,0,0
lucky_5,2,0,0,0
lucky_5,2,0,0,0
lucky_6,0,0,1,0
lucky_6,0,0,1,0
lucky_6,0,0,1,0
lucky_6,0,0,0,0
lucky_6,0,0,1,0
lucky_6,0,0,1,0
lucky_6,1,0,0,0
lucky_6,2,0,1,0
lucky_6,2,0,0,0
lucky_6,2,0,1,0
lucky_6,2,0,0,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,0,0,1,0
lucky_7,1,0,0,0
lucky_7,1,0,0,0
lucky_7,2,0,0,0
lucky_7,2,0,1,0
lucky_8,0,0,1,0
lucky_8,0,0,1,0
lucky_8,0,0,1,0
lucky_8,0,0,1,0
lucky_8,0,0,0,0
lucky_8,1,0,0,0
lucky_8,1,0,0,0
lucky_8,1,0,0,0
lucky_8,2,0,0,0
lucky_8,2,0,0,0
lucky_8,2,0,0,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,0,0,1,0
lucky_9,1,0,0,0
lucky_9,1,0,0,0
lucky_9,1,0,0,0
lucky_9,2,0,0,0
lucky_9,2,0,0,0
lucky_9,2,0,1,0
lucky_9,2,0,1,0
lucky_9,2,0,0,0
lucky_10,0,0,1,0
lucky_10,0,0,1,0
lucky_10,0,0,1,0
lucky_10,0,0,1,0
lucky_10,0,0,0,0
lucky_10,0,0,1,0
lucky_10,1,0,0,0
lucky_10,2,0,0,0
lucky_10,2,0,0,0
lucky_10,2,0,0,0
lucky_11,0,0,1,0
lucky_11,0,0,1,0
lucky_11,0,0,1,0
lucky_11,0,0,1,0
lucky_11,0,0,1,0
lucky_11,0,0,1,0
lucky_11,1,0,0,0
lucky_11,2,0,1,0
lucky_11,2,0,0,0
lucky_11,2,0,0,0
lucky_12,0,0,1,0
lucky_12,0,0,1,0
lucky_12,0,0,1,0
lucky_12,0,0,1,0
lucky_12,1,0,0,0
lucky_12,1,0,0,0
lucky_12,2,0,0,0
lucky_12,2,0,0,0
lucky_12,2,0,1,0
lucky_12,2,0,0,0
lucky_12,2,0,0,0
lucky_13,0,0,1,0
lucky_13,0,0,1,0
lucky_13,0,0,1,0
lucky_13,0,0,1,0
lucky_13,0,0,1,0
lucky_13,0,0,0,0
lucky_13,1,0,0,0
lucky_13,1,0,0,0
lucky_13,1,0,0,0
lucky_13,2,0,0,0
lucky_14,0,0,1,0
lucky_14,0,0,1,0
lucky_14,0,0,1,0
lucky_14,0,0,1,0
lucky_14,0,0,1,0
lucky_14,0,0,1,0
lucky_14,0,0,1,0
lucky_14,1,0,0,0
lucky_14,1,0,0,0
lucky_14,2,0,0,0
lucky_14,2,0,0,0
lucky_15,0,0,1,0
lucky_15,0,0,1,0
lucky_15,0,0,1,0
lucky_15,0,0,1,0
lucky_15,0,0,1,0
lucky_15,0,0,0,0
lucky_15,0,0,0,0
lucky_15,1,0,0,0
lucky_15,2,0,0,0
lucky_15,2,0,0,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,0,0,1,0
lucky_16,1,0,0,0
lucky_16,1,0,0,0
lucky_16,2,0,0,0
lucky_17,0,0,1,0
lucky_17,0,0,1,0
lucky_17,0,0,1,0
lucky_17,0,0,1,0
lucky_17,0,0,1,0
lucky_17,0,0,1,0
lucky_17,1,0,0,0
lucky_17,1,0,0,0
lucky_17,2,0,1,0
lucky_17,2,0,1,0
lucky_18,0,0,1,0
lucky_18,0,0,1,0
lucky_18,0,0,1,0
lucky_18,0,0,1,0
lucky_18,0,0,0,0
lucky_18,0,0,1,0
lucky_18,0,0,1,0
lucky_18,0,0,1,0
lucky_18,0,0,0,0
lucky_18,1,0,0,0
lucky_18,2,0,0,0
lucky_18,2,0,1,0
lucky_18,2,0,0,0
lucky_19,0,0,1,0
lucky_19,0,0,1,0
lucky_19,0,0,1,0
lucky_19,0,0,1,0
lucky_19,0,0,1,0
lucky_19,0,0,0,0
lucky_19,0,0,1,0
lucky_19,1,0,0,0
lucky_19,1,0,0,0
lucky_19,1,0,0,0
lucky_19,2,0,0,0
lucky_19,2,0,1,0
lucky_19,2,0,1,0
expert_0,0,0,1,0
expert_0,1,0,1,0
expert_0,1,0,1,0
expert_0,1,0,1,0
expert_0,2,0,1,0
expert_0,2,0,1,0
expert_0,2,0,1,0
expert_1,0,0,1,0
expert_1,0,0,1,0
expert_1,1,0,1,0
expert_1,1,0,1,0
expert_1,1,0,1,0
expert_1,2,0,1,0
expert_1,2,0,1,0
expert_1,2,0,1,0
expert_1,2,0,1,0
expert_2,0,0,1,0
expert_2,1,0,1,0
expert_2,1,0,1,0
expert_2,1,0,1,0
expert_2,2,0,1,0
expert_2,2,0,1,0
expert_2,2,0,1,0
expert_3,0,0,1,0
expert_3,0,0,1,0
expert_3,0,0,1,0
expert_3,0,0,1,0
expert_3,1,0,1,0
expert_3,1,0,1,0
expert_3,1,0,1,0
expert_3,2,0,1,0
expert_3,2,0,1,0
expert_3,2,0,1,0
expert_3,2,0,1,0
expert_3,2,0,1,0
expert_4,0,0,1,0
expert_4,0,0,1,0
expert_4,1,0,1,0
expert_4,1,0,1,0
expert_4,2,0,1,0
expert_4,2,0,1,0
expert_5,0,0,1,0
expert_5,1,0,1,0
expert_5,1,0,1,0
expert_5,2,0,1,0
expert_5,2,0,1,0
expert_5,2,0,1,0
expert_5,2,0,1,0
expert_5,2,0,1,0
expert_6,0,0,1,0
expert_6,0,0,1,0
expert_6,0,0,1,0
expert_6,0,0,1,0
expert_6,1,0,1,0
expert_6,1,0,1,0
expert_6,1,0,1,0
expert_6,2,0,1,0
expert_6,2,0,1,0
expert_6,2,0,1,0
expert_6,2,0,1,0
expert_6,2,0,1,0
expert_7,0,0,1,0
expert_7,0,0,1,0
expert_7,0,0,1,0
expert_7,0,0,1,0
expert_7,0,0,1,0
expert_7,1,0,1,0
expert_7,1,0,1,0
expert_7,1,0,1,0
expert_7,2,0,1,0
expert_7,2,0,1,0
expert_7,2,0,1,0
expert_7,2,0,1,0
expert_8,0,0,1,0
expert_8,1,0,1,0
expert_8,1,0,1,0
expert_8,1,0,1,0
expert_8,2,0,1,0
expert_8,2,0,1,0
expert_8,2,0,1,0
expert_8,2,0,1,0
expert_8,2,0,1,0
expert_9,0,0,1,0
expert_9,0,0,1,0
expert_9,0,0,1,0
expert_9,1,0,1,0
expert_9,2,0,1,0
expert_9,2,0,1,0
expert_9,2,0,1,0
expert_9,2,0,1,0
expert_10,0,0,1,0
expert_10,0,0,1,0
expert_10,0,0,1,0
expert_10,0,0,1,0
expert_10,1,0,1,0
expert_10,1,0,1,0
expert_10,1,0,1,0
expert_10,2,0,1,0
expert_10,2,0,1,0
expert_10,2,0,1,0
expert_11,0,0,1,0
expert_11,0,0,1,0
expert_11,0,0,1,0
expert_11,0,0,1,0
expert_11,1,0,1,0
expert_11,2,0,1,0
expert_11,2,0,1,0
expert_11,2,0,1,0
expert_11,2,0,1,0
expert_12,0,0,1,0
expert_12,0,0,1,0
expert_12,0,0,1,0
expert_12,0,0,1,0
expert_12,0,0,1,0
expert_12,1,0,1,0
expert_12,2,0,1,0
expert_12,2,0,1,0
expert_12,2,0,1,0
expert_13,0,0,1,0
expert_13,0,0,1,0
expert_13,1,0,1,0
expert_13,1,0,1,0
expert_13,2,0,1,0
expert_13,2,0,1,0
expert_14,0,0,1,0
expert_14,0,0,1,0
expert_14,1,0,1,0
expert_14,1,0,1,0
expert_14,1,0,1,0
expert_14,2,0,1,0
expert_14,2,0,1,0
expert_14,2,0,1,0
expert_15,0,0,1,0
expert_15,0,0,1,0
expert_15,0,0,1,0
expert_15,1,0,1,0
expert_15,1,0,1,0
expert_15,2,0,1,0
expert_15,2,0,1,0
expert_15,2,0,1,0
expert_15,2,0,1,0
expert_16,0,0,1,0
expert_16,0,0,1,0
expert_16,0,0,1,0
expert_16,1,0,1,0
expert_16,1,0,1,0
expert_16,2,0,1,0
expert_16,2,0,1,0
expert_17,0,0,1,0
expert_17,0,0,1,0
expert_17,0,0,1,0
expert_17,1,0,1,0
expert_17,1,0,1,0
expert_17,1,0,1,0
expert_17,2,0,1,0
expert_18,0,0,1,0
expert_18,0,0,1,0
expert_18,0,0,1,0
expert_18,0,0,1,0
expert_18,0,0,1,0
expert_18,1,0,1,0
expert_18,1,0,1,0
expert_18,2,0,1,0
expert_18,2,0,1,0
expert_18,2,0,1,0
expert_18,2,0,1,0
expert_18,2,0,1,0
expert_19,0,0,1,0
expert_19,0,0,1,0
expert_19,0,0,1,0
expert_19,0,0,1,0
expert_19,1,0,1,0
expert_19,2,0,1,0
expert_19,2,0,1,0
expert_19,2,0,1,0
expert_19,2,0,1,0
expert_19,2,0,1,0
struggle_0,0,0,0,0
struggle_0,0,0,0,0
struggle_0,0,0,0,0
struggle_0,1,0,0,0
struggle_0,1,0,0,0
struggle_0,2,0,1,0
struggle_0,2,0,1,0
struggle_0,1,0,1,0
struggle_1,0,0,0,0
struggle_1,0,0,0,0
struggle_1,1,0,0,0
struggle_1,1,0,0,0
struggle_1,2,0,1,0
struggle_1,2,0,1,0
struggle_1,2,0,1,0
struggle_1,1,0,1,0
struggle_2,0,0,0,0
struggle_2,0,0,0,0
struggle_2,0,0,0,0
struggle_2,1,0,0,0
struggle_2,1,0,0,0
struggle_2,2,0,1,0
struggle_2,1,0,1,0
struggle_3,0,0,0,0
struggle_3,0,0,0,0
struggle_3,0,0,0,0
struggle_3,0,0,0,0
struggle_3,1,0,0,0
struggle_3,1,0,0,0
struggle_3,2,0,1,0
struggle_4,0,0,0,0
struggle_4,0,0,0,0
struggle_4,0,0,0,0
struggle_4,0,0,0,0
struggle_4,1,0,0,0
struggle_4,1,0,0,0
struggle_4,2,0,1,0
struggle_4,2,0,1,0
struggle_4,2,0,1,0
struggle_5,0,0,0,0
struggle_5,0,0,0,0
struggle_5,0,0,0,0
struggle_5,0,0,0,0
struggle_5,1,0,0,0
struggle_5,2,0,1,0
struggle_5,2,0,1,0
struggle_5,2,0,1,0
struggle_5,1,0,1,0
struggle_6,0,0,0,0
struggle_6,0,0,0,0
struggle_6,0,0,0,0
struggle_6,1,0,0,0
struggle_6,1,0,0,0
struggle_6,2,0,1,0
struggle_7,0,0,0,0
struggle_7,0,0,0,0
struggle_7,1,0,0,0
struggle_7,2,0,1,0
struggle_7,1,0,1,0
struggle_8,0,0,0,0
struggle_8,0,0,0,0
struggle_8,0,0,0,0
struggle_8,1,0,0,0
struggle_8,2,0,1,0
struggle_8,2,0,1,0
struggle_8,2,0,1,0
struggle_9,0,0,0,0
struggle_9,0,0,0,0
struggle_9,1,0,0,0
struggle_9,1,0,0,0
struggle_9,2,0,1,0
struggle_9,2,0,1,0
struggle_9,2,0,1,0
struggle_9,1,0,1,0
struggle_10,0,0,0,0
struggle_10,0,0,0,0
struggle_10,0,0,0,0
struggle_10,0,0,0,0
struggle_10,1,0,0,0
struggle_10,1,0,0,0
struggle_10,2,0,1,0
struggle_10,2,0,1,0
struggle_10,1,0,1,0
struggle_11,0,0,0,0
struggle_11,0,0,0,0
struggle_11,1,0,0,0
struggle_11,1,0,0,0
struggle_11,2,0,1,0
struggle_11,1,0,1,0
struggle_12,0,0,0,0
struggle_12,0,0,0,0
struggle_12,0,0,0,0
struggle_12,0,0,0,0
struggle_12,1,0,0,0
struggle_12,1,0,0,0
struggle_12,2,0,1,0
struggle_12,2,0,1,0
struggle_12,1,0,1,0
struggle_13,0,0,0,0
struggle_13,1,0,0,0
struggle_13,2,0,1,0
struggle_13,1,0,1,0
struggle_14,0,0,0,0
struggle_14,0,0,0,0
struggle_14,0,0,0,0
struggle_14,1,0,0,0
struggle_14,2,0,1,0
struggle_14,2,0,1,0
struggle_14,2,0,1,0
struggle_14,1,0,1,0
struggle_15,0,0,0,0
struggle_15,0,0,0,0
struggle_15,1,0,0,0
struggle_15,2,0,1,0
struggle_15,2,0,1,0
struggle_15,2,0,1,0
struggle_16,0,0,0,0
struggle_16,0,0,0,0
struggle_16,0,0,0,0
struggle_16,1,0,0,0
struggle_16,1,0,0,0
struggle_16,2,0,1,0
struggle_16,2,0,1,0
struggle_16,2,0,1,0
struggle_17,0,0,0,0
struggle_17,0,0,0,0
struggle_17,0,0,0,0
struggle_17,0,0,0,0
struggle_17,1,0,0,0
struggle_17,1,0,0,0
struggle_17,2,0,1,0
struggle_17,2,0,1,0
struggle_17,2,0,1,0
struggle_18,0,0,0,0
struggle_18,1,0,0,0
struggle_18,1,0,0,0
struggle_18,2,0,1,0
struggle_18,2,0,1,0
struggle_18,1,0,1,0
struggle_19,0,0,0,0
struggle_19,0,0,0,0
struggle_19,0,0,0,0
struggle_19,0,0,0,0
struggle_19,1,0,0,0
struggle_19,2,0,1,0
struggle_19,2,0,1,0
inconsistent_0,0,0,1,0
inconsistent_0,0,0,0,0
inconsistent_0,1,0,1,0
inconsistent_0,1,0,1,0
inconsistent_0,2,0,0,0
inconsistent_1,0,0,1,0
inconsistent_1,1,0,1,0
inconsistent_1,1,0,0,0
inconsistent_1,1,0,0,0
inconsistent_1,2,0,1,0
inconsistent_1,2,0,0,0
inconsistent_1,2,0,1,0
inconsistent_2,0,0,1,0
inconsistent_2,0,0,1,0
inconsistent_2,0,0,1,0
inconsistent_2,0,0,1,0
inconsistent_2,0,0,0,0
inconsistent_2,1,0,1,0
inconsistent_2,1,0,0,0
inconsistent_2,1,0,0,0
inconsistent_2,2,0,1,0
inconsistent_2,2,0,1,0
inconsistent_2,2,0,1,0
inconsistent_2,2,0,0,0
inconsistent_2,2,0,0,0
inconsistent_3,0,0,1,0
inconsistent_3,0,0,0,0
inconsistent_3,0,0,1,0
inconsistent_3,0,0,1,0
inconsistent_3,0,0,0,0
inconsistent_3,1,0,1,0
inconsistent_3,2,0,1,0
inconsistent_3,2,0,1,0
inconsistent_3,2,0,1,0
