uid,concept_id,response
lucky_0,1,1
lucky_0,1,1
lucky_0,1,1
lucky_0,1,1
lucky_0,1,0
lucky_0,1,0
lucky_0,1,1
lucky_0,1,0
lucky_0,1,0
lucky_0,2,1
lucky_0,2,0
lucky_0,2,0
lucky_0,3,0
lucky_0,3,0
lucky_0,3,1
lucky_1,1,1
lucky_1,1,1
lucky_1,1,1
lucky_1,1,1
lucky_1,1,0
lucky_1,1,1
lucky_1,1,0
lucky_1,1,1
lucky_1,2,0
lucky_1,2,1
lucky_1,3,0
lucky_1,3,0
lucky_1,3,1
lucky_2,1,1
lucky_2,1,1
lucky_2,1,1
lucky_2,1,1
lucky_2,1,1
lucky_2,1,1
lucky_2,1,1
lucky_2,1,0
lucky_2,2,1
lucky_2,2,0
lucky_2,2,0
lucky_2,3,0
lucky_3,1,1
lucky_3,1,1
lucky_3,1,1
lucky_3,1,1
lucky_3,1,1
lucky_3,1,0
lucky_3,1,0
lucky_3,1,1
lucky_3,1,0
lucky_3,2,1
lucky_3,3,1
lucky_3,3,0
lucky_3,3,0
lucky_4,1,1
lucky_4,1,1
lucky_4,1,1
lucky_4,1,0
lucky_4,2,0
lucky_4,2,1
lucky_4,3,0
lucky_4,3,1
lucky_4,3,0
lucky_4,3,0
lucky_5,1,1
lucky_5,1,1
lucky_5,1,1
lucky_5,1,0
lucky_5,2,0
lucky_5,2,0
lucky_5,3,0
lucky_5,3,0
lucky_6,1,1
lucky_6,1,1
lucky_6,1,1
lucky_6,1,0
lucky_6,1,1
lucky_6,1,1
lucky_6,2,0
lucky_6,3,1
lucky_6,3,0
lucky_6,3,1
lucky_6,3,0
lucky_7,1,1
lucky_7,1,1
lucky_7,1,1
lucky_7,1,1
lucky_7,1,1
lucky_7,1,1
lucky_7,1,1
lucky_7,1,1
lucky_7,2,0
lucky_7,2,0
lucky_7,3,0
lucky_7,3,1
lucky_8,1,1
lucky_8,1,1
lucky_8,1,1
lucky_8,1,1
lucky_8,1,0
lucky_8,2,0
lucky_8,2,0
lucky_8,2,0
lucky_8,3,0
lucky_8,3,0
lucky_8,3,0
lucky_9,1,1
lucky_9,1,1
lucky_9,1,1
lucky_9,1,1
lucky_9,1,1
lucky_9,1,1
lucky_9,1,1
lucky_9,1,1
lucky_9,2,0
lucky_9,2,0
lucky_9,2,0
lucky_9,3,0
lucky_9,3,0
lucky_9,3,1
lucky_9,3,1
lucky_9,3,0
lucky_10,1,1
lucky_10,1,1
lucky_10,1,1
lucky_10,1,1
lucky_10,1,0
lucky_10,1,1
lucky_10,2,0
lucky_10,3,0
lucky_10,3,0
lucky_10,3,0
lucky_11,1,1
lucky_11,1,1
lucky_11,1,1
lucky_11,1,1
lucky_11,1,1
lucky_11,1,1
lucky_11,2,0
lucky_11,3,1
lucky_11,3,0
lucky_11,3,0
lucky_12,1,1
lucky_12,1,1
lucky_12,1,1
lucky_12,1,1
lucky_12,2,0
lucky_12,2,0
lucky_12,3,0
lucky_12,3,0
lucky_12,3,1
lucky_12,3,0
lucky_12,3,0
lucky_13,1,1
lucky_13,1,1
lucky_13,1,1
lucky_13,1,1
lucky_13,1,1
lucky_13,1,0
lucky_13,2,0
lucky_13,2,0
lucky_13,2,0
lucky_13,3,0
lucky_14,1,1
lucky_14,1,1
lucky_14,1,1
lucky_14,1,1
lucky_14,1,1
lucky_14,1,1
lucky_14,1,1
lucky_14,2,0
lucky_14,2,0
lucky_14,3,0
lucky_14,3,0
lucky_15,1,1
lucky_15,1,1
lucky_15,1,1
lucky_15,1,1
lucky_15,1,1
lucky_15,1,0
lucky_15,1,0
lucky_15,2,0
lucky_15,3,0
lucky_15,3,0
lucky_16,1,1
lucky_16,1,1
lucky_16,1,1
lucky_16,1,1
lucky_16,1,1
lucky_16,1,1
lucky_16,1,1
lucky_16,1,1
lucky_16,2,0
lucky_16,2,0
lucky_16,3,0
lucky_17,1,1
lucky_17,1,1
lucky_17,1,1
lucky_17,1,1
lucky_17,1,1
lucky_17,1,1
lucky_17,2,0
lucky_17,2,0
lucky_17,3,1
lucky_17,3,1
lucky_18,1,1
lucky_18,1,1
lucky_18,1,1
lucky_18,1,1
lucky_18,1,0
lucky_18,1,1
lucky_18,1,1
lucky_18,1,1
lucky_18,1,0
lucky_18,2,0
lucky_18,3,0
lucky_18,3,1
lucky_18,3,0
lucky_19,1,1
lucky_19,1,1
lucky_19,1,1
lucky_19,1,1
lucky_19,1,1
lucky_19,1,0
lucky_19,1,1
lucky_19,2,0
lucky_19,2,0
lucky_19,2,0
lucky_19,3,0
lucky_19,3,1
lucky_19,3,1
expert_0,1,1
expert_0,2,1
expert_0,2,1
expert_0,2,1
expert_0,3,1
expert_0,3,1
expert_0,3,1
expert_1,1,1
expert_1,1,1
expert_1,2,1
expert_1,2,1
expert_1,2,1
expert_1,3,1
expert_1,3,1
expert_1,3,1
expert_1,3,1
expert_2,1,1
expert_2,2,1
expert_2,2,1
expert_2,2,1
expert_2,3,1
expert_2,3,1
expert_2,3,1
expert_3,1,1
expert_3,1,1
expert_3,1,1
expert_3,1,1
expert_3,2,1
expert_3,2,1
expert_3,2,1
expert_3,3,1
expert_3,3,1
expert_3,3,1
expert_3,3,1
expert_3,3,1
expert_4,1,1
expert_4,1,1
expert_4,2,1
expert_4,2,1
expert_4,3,1
expert_4,3,1
expert_5,1,1
expert_5,2,1
expert_5,2,1
expert_5,3,1
expert_5,3,1
expert_5,3,1
expert_5,3,1
expert_5,3,1
expert_6,1,1
expert_6,1,1
expert_6,1,1
expert_6,1,1
expert_6,2,1
expert_6,2,1
expert_6,2,1
expert_6,3,1
expert_6,3,1
expert_6,3,1
expert_6,3,1
expert_6,3,1
expert_7,1,1
expert_7,1,1
expert_7,1,1
expert_7,1,1
expert_7,1,1
expert_7,2,1
expert_7,2,1
expert_7,2,1
expert_7,3,1
expert_7,3,1
expert_7,3,1
expert_7,3,1
expert_8,1,1
expert_8,2,1
expert_8,2,1
expert_8,2,1
expert_8,3,1
expert_8,3,1
expert_8,3,1
expert_8,3,1
expert_8,3,1
expert_9,1,1
expert_9,1,1
expert_9,1,1
expert_9,2,1
expert_9,3,1
expert_9,3,1
expert_9,3,1
expert_9,3,1
expert_10,1,1
expert_10,1,1
expert_10,1,1
expert_10,1,1
expert_10,2,1
expert_10,2,1
expert_10,2,1
expert_10,3,1
expert_10,3,1
expert_10,3,1
expert_11,1,1
expert_11,1,1
expert_11,1,1
expert_11,1,1
expert_11,2,1
expert_11,3,1
expert_11,3,1
expert_11,3,1
expert_11,3,1
expert_12,1,1
expert_12,1,1
expert_12,1,1
expert_12,1,1
expert_12,1,1
expert_12,2,1
expert_12,3,1
expert_12,3,1
expert_12,3,1
expert_13,1,1
expert_13,1,1
expert_13,2,1
expert_13,2,1
expert_13,3,1
expert_13,3,1
expert_14,1,1
expert_14,1,1
expert_14,2,1
expert_14,2,1
expert_14,2,1
expert_14,3,1
expert_14,3,1
expert_14,3,1
expert_15,1,1
expert_15,1,1
expert_15,1,1
expert_15,2,1
expert_15,2,1
expert_15,3,1
expert_15,3,1
expert_15,3,1
expert_15,3,1
expert_16,1,1
expert_16,1,1
expert_16,1,1
expert_16,2,1
expert_16,2,1
expert_16,3,1
expert_16,3,1
expert_17,1,1
expert_17,1,1
expert_17,1,1
expert_17,2,1
expert_17,2,1
expert_17,2,1
expert_17,3,1
expert_18,1,1
expert_18,1,1
expert_18,1,1
expert_18,1,1
expert_18,1,1
expert_18,2,1
expert_18,2,1
expert_18,3,1
expert_18,3,1
expert_18,3,1
expert_18,3,1
expert_18,3,1
expert_19,1,1
expert_19,1,1
expert_19,1,1
expert_19,1,1
expert_19,2,1
expert_19,3,1
expert_19,3,1
expert_19,3,1
expert_19,3,1
expert_19,3,1
struggle_0,1,0
struggle_0,1,0
struggle_0,1,0
struggle_0,2,0
struggle_0,2,0
struggle_0,3,1
struggle_0,3,1
struggle_0,2,1
struggle_1,1,0
struggle_1,1,0
struggle_1,2,0
struggle_1,2,0
struggle_1,3,1
struggle_1,3,1
struggle_1,3,1
struggle_1,2,1
struggle_2,1,0
struggle_2,1,0
struggle_2,1,0
struggle_2,2,0
struggle_2,2,0
struggle_2,3,1
struggle_2,2,1
struggle_3,1,0
struggle_3,1,0
struggle_3,1,0
struggle_3,1,0
struggle_3,2,0
struggle_3,2,0
struggle_3,3,1
struggle_4,1,0
struggle_4,1,0
struggle_4,1,0
struggle_4,1,0
struggle_4,2,0
struggle_4,2,0
struggle_4,3,1
struggle_4,3,1
struggle_4,3,1
struggle_5,1,0
struggle_5,1,0
struggle_5,1,0
struggle_5,1,0
struggle_5,2,0
struggle_5,3,1
struggle_5,3,1
struggle_5,3,1
struggle_5,2,1
struggle_6,1,0
struggle_6,1,0
struggle_6,1,0
struggle_6,2,0
struggle_6,2,0
struggle_6,3,1
struggle_7,1,0
struggle_7,1,0
struggle_7,2,0
struggle_7,3,1
struggle_7,2,1
struggle_8,1,0
struggle_8,1,0
struggle_8,1,0
struggle_8,2,0
struggle_8,3,1
struggle_8,3,1
struggle_8,3,1
struggle_9,1,0
struggle_9,1,0
struggle_9,2,0
struggle_9,2,0
struggle_9,3,1
struggle_9,3,1
struggle_9,3,1
struggle_9,2,1
struggle_10,1,0
struggle_10,1,0
struggle_10,1,0
struggle_10,1,0
struggle_10,2,0
struggle_10,2,0
struggle_10,3,1
struggle_10,3,1
struggle_10,2,1
struggle_11,1,0
struggle_11,1,0
struggle_11,2,0
struggle_11,2,0
struggle_11,3,1
struggle_11,2,1
struggle_12,1,0
struggle_12,1,0
struggle_12,1,0
struggle_12,1,0
struggle_12,2,0
struggle_12,2,0
struggle_12,3,1
struggle_12,3,1
struggle_12,2,1
struggle_13,1,0
struggle_13,2,0
struggle_13,3,1
struggle_13,2,1
struggle_14,1,0
struggle_14,1,0
struggle_14,1,0
struggle_14,2,0
struggle_14,3,1
struggle_14,3,1
struggle_14,3,1
struggle_14,2,1
struggle_15,1,0
struggle_15,1,0
struggle_15,2,0
struggle_15,3,1
struggle_15,3,1
struggle_15,3,1
struggle_16,1,0
struggle_16,1,0
struggle_16,1,0
struggle_16,2,0
struggle_16,2,0
struggle_16,3,1
struggle_16,3,1
struggle_16,3,1
struggle_17,1,0
struggle_17,1,0
struggle_17,1,0
struggle_17,1,0
struggle_17,2,0
struggle_17,2,0
struggle_17,3,1
struggle_17,3,1
struggle_17,3,1
struggle_18,1,0
struggle_18,2,0
struggle_18,2,0
struggle_18,3,1
struggle_18,3,1
struggle_18,2,1
struggle_19,1,0
struggle_19,1,0
struggle_19,1,0
struggle_19,1,0
struggle_19,2,0
struggle_19,3,1
struggle_19,3,1
inconsistent_0,1,1
inconsistent_0,1,0
inconsistent_0,2,1
inconsistent_0,2,1
inconsistent_0,3,0
inconsistent_1,1,1
inconsistent_1,2,1
inconsistent_1,2,0
inconsistent_1,2,0
inconsistent_1,3,1
inconsistent_1,3,0
inconsistent_1,3,1
inconsistent_2,1,1
inconsistent_2,1,1
inconsistent_2,1,1
inconsistent_2,1,1
inconsistent_2,1,0
inconsistent_2,2,1
inconsistent_2,2,0
inconsistent_2,2,0
inconsistent_2,3,1
inconsistent_2,3,1
inconsistent_2,3,1
inconsistent_2,3,0
inconsistent_2,3,0
inconsistent_3,1,1
inconsistent_3,1,0
inconsistent_3,1,1
inconsistent_3,1,1
inconsistent_3,1,0
inconsistent_3,2,1
inconsistent_3,3,1
inconsistent_3,3,1
inconsistent_3,3,1
inconsistent_4,1,0
inconsistent_4,1,1
inconsistent_4,1,1
inconsistent_4,2,1
inconsistent_4,2,1
inconsistent_4,3,1
inconsistent_4,3,1
inconsistent_5,1,1
inconsistent_5,1,0
inconsistent_5,1,1
inconsistent_5,2,1
inconsistent_5,2,1
inconsistent_5,3,1
inconsistent_5,3,0
inconsistent_6,1,0
inconsistent_6,1,1
inconsistent_6,1,0
inconsistent_6,1,1
inconsistent_6,2,1
inconsistent_6,2,1
inconsistent_6,2,1
inconsistent_6,3,1
inconsistent_6,3,1
inconsistent_7,1,1
inconsistent_7,1,0
inconsistent_7,2,1
inconsistent_7,3,0
inconsistent_7,3,1
inconsistent_7,3,1
inconsistent_7,3,1
inconsistent_7,3,1
inconsistent_8,1,1
inconsistent_8,1,0
inconsistent_8,2,1
inconsistent_8,2,1
inconsistent_8,2,1
inconsistent_8,3,1
inconsistent_8,3,1
inconsistent_8,3,0
inconsistent_9,1,1
inconsistent_9,2,0
inconsistent_9,2,1
inconsistent_9,3,0
inconsistent_9,3,0
inconsistent_10,1,1
inconsistent_10,1,0
inconsistent_10,2,1
inconsistent_10,2,1
inconsistent_10,2,0
inconsistent_10,3,1
inconsistent_10,3,1
inconsistent_11,1,1
inconsistent_11,1,1
inconsistent_11,1,1
inconsistent_11,1,1
inconsistent_11,2,1
inconsistent_11,3,1
inconsistent_11,3,1
inconsistent_11,3,1
inconsistent_12,1,1
inconsistent_12,1,0
inconsistent_12,1,1
inconsistent_12,2,0
inconsistent_12,2,1
inconsistent_12,2,0
inconsistent_12,3,0
inconsistent_12,3,1
inconsistent_13,1,1
inconsistent_13,1,1
inconsistent_13,1,1
inconsistent_13,2,1
inconsistent_13,2,1
inconsistent_13,3,0
inconsistent_13,3,1
inconsistent_13,3,1
inconsistent_14,1,1
inconsistent_14,1,1
inconsistent_14,1,1
inconsistent_14,1,1
inconsistent_14,1,1
inconsistent_14,2,0
inconsistent_14,3,1
inconsistent_14,3,1
inconsistent_14,3,0
inconsistent_14,3,1
inconsistent_15,1,1
inconsistent_15,2,1
inconsistent_15,2,1
inconsistent_15,2,1
inconsistent_15,3,0
inconsistent_15,3,1
inconsistent_15,3,1
inconsistent_16,1,1
inconsistent_16,1,1
inconsistent_16,1,0
inconsistent_16,1,1
inconsistent_16,1,1
inconsistent_16,2,1
inconsistent_16,2,1
inconsistent_16,2,1
inconsistent_16,3,1
inconsistent_16,3,0
inconsistent_17,1,1
inconsistent_17,2,0
inconsistent_17,3,1
inconsistent_18,1,1
inconsistent_18,1,1
inconsistent_18,1,1
inconsistent_18,1,1
inconsistent_18,1,1
inconsistent_18,2,0
inconsistent_18,2,1
inconsistent_18,3,0
inconsistent_18,3,1
inconsistent_18,3,0
inconsistent_18,3,1
inconsistent_18,3,1
inconsistent_19,1,1
inconsistent_19,1,0
inconsistent_19,1,1
inconsistent_19,1,1
inconsistent_19,1,0
inconsistent_19,2,0
inconsistent_19,2,1
inconsistent_19,2,0
inconsistent_19,3,1
inconsistent_19,3,1
